Candidate,Coverage End Date,District,Elected?,Elected?1,Incumbent/ Challenger/Open,Party,Party Group,Representative,State,State Match,State Not Selected,Win?,Cash On Hand,Contributions  from Individuals,Contributions and Loans from   the Candidate,Contributions from PACs and Other Committees,Debts,Disbursements,Receipts,Replace Null With 0,sum receipts,Gender
"BERA, AMERISH",12/31/2022,6,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"BERA, AMERISH",California,FALSE,TRUE,1,1735132.93,718519.45,0,825214.99,172800,1839780.62,1545895.36,1,1543734.44,Male
"BLACK, KARLA",12/31/2022,6,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,2314.42,5250,0,0,402.14,2935.58,5250,0,5250,Female
"DANIELS, BRET",12/31/2022,6,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,1000,6700,1275,8212,4487.58,15187,16187,0,16187,Male
"HAMILTON, TAMIKA",12/31/2022,6,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,13671.37,1115990.89,0,34621,0,1157631.44,1158787.4,0,1150611.89,Female
"LANGFORD, DAVID KEITH MR. JR.",6/30/2022,6,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,802.56,1981.68,0,0,0,427.37,1981.68,0,1981.68,Male
"MATSUI, DORIS",12/31/2022,7,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"MATSUI, DORIS",California,FALSE,TRUE,1,181340.09,619472.8,3795,777304.67,0,1488665.86,1400594.49,1,1400572.47,Female
"FREMGEN, JAMES LUCAS",12/31/2022,7,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,21.24,39898.95,2500,0,-173.4,42377.71,42398.95,0,42398.95,Male
"PATTERSON, ROBERT BUZZ",12/31/2021,7,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,0,19165.3,0,0,3134.51,19304.83,19165.3,0,19165.3,Male
"SEMENENKO, MAX",12/31/2022,7,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,10333.22,29327.11,22752.26,5000,6465.8,48486.15,58819.37,0,57079.37,Male
"GARAMENDI, JOHN",12/31/2022,8,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"GARAMENDI, JOHN",California,FALSE,TRUE,1,1121447.54,468190.04,0,677300,0,1136592.75,1146918.01,1,1145490.04,Male
"GOMEZ, BLANCA",12/31/2022,8,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,540.19,1389,0,0,0,1743.02,1389,0,1389,Female
"JOHNSON, DEMNLUS III",12/31/2022,8,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,296.76,23290.22,100,2500,18339.26,29590.73,29887.49,0,25890.22,Male
"RECILE, RUDY",12/31/2022,8,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,494.29,19204,35802.66,5000,28502.66,60154.65,60648.94,0,60006.66,Male
"RUTSCH, EDWIN",6/16/2022,8,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,0,7575,1500,0,0,9075,9075,0,9075,Male
"SUDDUTH, CHERYL",12/31/2022,8,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,0,27849.71,6100,1000,0,37801.76,37949.76,0,34949.71,Female
"CHIMA, HARPREET SINGH",12/31/2022,9,FALSE,No,Open,Democratic Party,Democratic Party,,California,FALSE,TRUE,,0,78845.55,2085.06,0,0,80940.93,80930.61,0,80930.61,Male
"FENG, KARENA",9/30/2022,9,FALSE,No,Open,Democratic Party,Democratic Party,,California,FALSE,TRUE,,0,65200,8802.09,0,0,6381714.98,6386865.68,0,74002.09,Female
"HARDER, JOSH",12/31/2022,9,TRUE,Yes,Open,Democratic Party,Democratic Party,"HARDER, JOSH",California,FALSE,TRUE,1,1149601.82,5945474.74,0,855596.89,0,8913422.09,6593261.38,1,6801071.63,Male
"MADISON, JONATHAN",12/31/2022,9,FALSE,No,Open,Republican Party,Republican Party,,California,FALSE,TRUE,,0,37159,33080,0,0,78693.2,78693.2,0,70239,Male
"PATTI, THOMAS",12/31/2022,9,FALSE,No,Open,Republican Party,Republican Party,,California,FALSE,TRUE,,42845.34,1172826.61,50000,105900,67260.33,1585048.49,1627893.83,0,1328726.61,Male
"SHOEMAKER, JAMES H",12/31/2022,9,FALSE,No,Open,Republican Party,Republican Party,,California,FALSE,TRUE,,780.68,17953.99,9697.95,0,1997.95,26871.26,27651.94,0,27651.94,Male
"MCNERNEY, JERRY*",12/31/2022,9,FALSE,No,Incumbent,Democratic Party,Democratic Party,,California,FALSE,TRUE,,65462.95,389708.38,0,204900,0,766390.49,597680.02,0,594608.38,Male
"DESAULNIER, MARK",12/31/2022,10,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"DESAULNIER, MARK",California,FALSE,TRUE,1,575364.4,233257.7,0,384330.95,0,524180.45,618156.84,1,617588.65,Male
"DENHAM, JEFF",12/31/2022,10,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,177545.12,0,0,0,0,78162.73,4503.5,0,0,Male
"GILL, RANJIT",1/22/2022,10,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,0,13525,200000,0,0,213525,213525,0,213525,Male
"KERR, MICHAEL ERNEST",11/21/2022,10,FALSE,No,Challenger,Green Party,Third Party,,California,FALSE,TRUE,,0,2364.26,4156.32,0,0,6620.58,6620.58,0,6520.58,Male
"PELOSI, NANCY",12/31/2022,11,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"PELOSI, NANCY",California,FALSE,TRUE,1,3593728.76,22325274.59,0,1454400,0,28283172.75,25577528.17,1,23779674.59,Female
"BUTTAR, SHAHID",12/31/2022,11,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,237.78,177416.14,479.2,0,23005.36,201945.88,179767.01,0,177895.34,Male
"DENNIS, JOHN MR.",12/31/2022,11,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,56952.41,962050.61,0,0,0,941301.62,998254.03,0,962050.61,Male
"PHILLIPS, JEFFREY ALAN",9/30/2022,11,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,0,335.68,4643.35,0,4336.16,4979.03,4979.03,0,4979.03,Male
"LEE, BARBARA",12/31/2022,12,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"LEE, BARBARA",California,FALSE,TRUE,1,52353.25,1661450.42,0,474500,0,2341393.04,2183372.57,1,2135950.42,Female
"CURRY, ERIC",12/31/2022,12,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,0,5863,0,0,13132.46,6077,6077,0,5863,Male
"SLAUSON, STEPHEN SCOTT",12/31/2022,12,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,0,0,0,1050,0,1050,1050,0,1050,Male
"ARBALLO, PHIL",12/19/2022,13,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,0,1539306.08,0,49000,0,1637184.73,1607918.72,0,1588306.08,Male
"DUARTE, JOHN",12/31/2022,13,TRUE,Yes,Challenger,Republican Party,Republican Party,"DUARTE, JOHN",California,FALSE,TRUE,1,25518.63,1488145.77,450000,257284.34,119260.3,2614406.17,2639924.8,1,2195430.11,Male
"GIGLIO, DAVID ANTHONY",8/23/2022,13,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,0,388019.69,331397.38,1000,0,737065.43,737065.43,0,720417.07,Male
"GRAY, ADAM C.",12/31/2022,13,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,54374.69,1824927.83,0,554817.08,61054.26,2335746.28,2390120.97,0,2379744.91,Male
"MARTINEZ, DIEGO J",12/31/2022,13,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,1020.7,2135,0,1000,2268.58,2114.3,3135,0,3135,Male
"IYER, STEVE",12/31/2022,14,FALSE,No,Open,Republican Party,Republican Party,,California,FALSE,TRUE,,5975.76,3250.22,5000,0,59741.49,2274.46,8250.22,0,8250.22,Male
"SINGH, MAJOR",12/31/2022,14,FALSE,No,Open,No Party Affiliation,Third Party,,California,FALSE,TRUE,,1255.77,0,15000,0,17073.7,13744.23,15000,0,15000,Male
"WATTERS, ANDREW G.",12/31/2021,14,FALSE,No,Open,Democratic Party,Democratic Party,,California,FALSE,TRUE,,10000,0,10000,0,10000,0,10000,0,10000,Male
"WONG, THOMAS",12/31/2022,14,FALSE,No,Open,Republican Party,Republican Party,,California,FALSE,TRUE,,2010.56,6718.01,11409.6,0,16638.09,16598.76,18609.32,0,18127.61,Male
"SPEIER, JACKIE*",12/31/2022,14,FALSE,No,Incumbent,Democratic Party,Democratic Party,,California,FALSE,TRUE,,1646860.62,246406.02,0,44850,6887.63,431444.79,298533.9,0,291256.02,Female
"SWALWELL, ERIC MICHAEL",12/31/2022,14,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"SWALWELL, ERIC MICHAEL",California,FALSE,TRUE,1,628599.97,3194840.03,0,581023.62,0,3817690.34,3943361.57,1,3775863.65,Male
"BEACH, EMILY",6/30/2022,15,FALSE,No,Open,Democratic Party,Democratic Party,,California,FALSE,TRUE,,0,561407.45,201.5,16600,0,580608.95,580608.95,0,578208.95,Female
"CANEPA, DAVID",12/31/2022,15,FALSE,No,Open,Democratic Party,Democratic Party,,California,FALSE,TRUE,,220.01,759195.25,0,28600,0,815318.46,815538.47,0,787795.25,Male
"MATTAMMAL, GUS",12/31/2022,15,FALSE,No,Open,Republican Party,Republican Party,,California,FALSE,TRUE,,1942.19,38751.37,0,0,0,36809.18,38751.37,0,38751.37,Male
"MULLIN, KEVIN",12/31/2022,15,TRUE,Yes,Open,Democratic Party,Democratic Party,"MULLIN, KEVIN",California,FALSE,TRUE,1,22534.15,891975.54,65000,255628,42635,1191228.71,1213762.86,1,1212603.54,Male
"COTA, JACKIE S",12/31/2022,15,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,2329.77,2665,1500,0,4250,1835.23,4165,0,4165,Female
"ESHOO, ANNA G.",12/31/2022,16,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"ESHOO, ANNA G.",California,FALSE,TRUE,1,520948.43,1178838.09,0,857665,0,2069255.34,2037404.98,1,2036503.09,Female
"BROWN, NATHAN K",12/31/2021,16,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,0,34495,101500,0,0,135995,135995,0,135995,Male
"FOX, RICHARD DR.",11/28/2022,16,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,0,3935,11205,0,0,15140,15140,0,15140,Male
"KUMAR, RISHI",12/31/2022,16,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,-1108.84,605035.07,140000,0,280000,752584.28,747661.06,0,745035.07,Male
"OHTAKI, PETER",9/30/2022,16,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,0,22264,36070.65,0,0,58334.65,58334.65,0,58334.65,Male
"RADING, AJWANG",12/31/2022,16,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,29702.12,257773.88,1,500,0,229136.68,258838.8,0,258274.88,Male
"SOLOMON, BENJAMIN THOMAS MR",6/30/2022,16,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,7.13,299.7,8820,0,10521.44,9292.57,9119.7,0,9119.7,Male
"TANAKA, GREG",10/20/2022,16,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,0,147222.46,0,1000,0,148222.46,148222.46,0,148222.46,Male
"KHANNA, ROHIT",12/31/2022,17,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"KHANNA, ROHIT",California,FALSE,TRUE,1,5288521.07,5915099.15,0,0,89348.3,2922351.17,5949743.81,1,5915099.15,Male
"TANDON, RITESH",12/31/2022,17,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,310.18,105486,0,10000,18192.31,116697.57,116486,0,115486,Male
"LOFGREN, ZOE",12/31/2022,18,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"LOFGREN, ZOE",California,FALSE,TRUE,1,411369.83,1164028.87,0,509817.2,1975,2771724.75,2022557.14,1,1673846.07,Female
"ACEVEDO-ARREGUIN, LUIS",12/31/2022,18,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,5918.38,2680.56,19572,0,17072,16334.18,22252.56,0,22252.56,Male
"HERNANDEZ, PETER",12/31/2022,18,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,2298.92,242023.45,0,8999,0,248690.33,251022.45,0,251022.45,Male
"PANETTA, JIMMY",12/31/2022,19,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"PANETTA, JIMMY",California,FALSE,TRUE,1,2180409.89,1249628.29,0,1371205.82,0,1618679.93,2623733.1,1,2620834.11,Male
"EPPERSON, DALILA",12/31/2022,19,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,215.41,26842,1025,0,1025,27851.59,28067,0,27867,Female
"GORMAN, JEFF",12/31/2022,19,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,2525.99,48044.18,2900,7850,0,58955.07,58794.18,0,58794.18,Male
"MCCARTHY, KEVIN",12/31/2022,20,TRUE,Yes,Incumbent,Republican Party,Republican Party,"MCCARTHY, KEVIN",California,FALSE,TRUE,1,5488009.58,20103886.33,0,676860,0,27609762.68,28295639.53,1,20780746.33,Male
"DEWELL, BEN",12/31/2022,20,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,562.4,1097,700,0,500,1234.6,1797,0,1797,Male
"WOOD, MARISA",12/31/2022,20,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,4497.85,1025180.28,0,1223.5,0,1046953.62,1051451.47,0,1026403.78,Female
"MAHER, MICHAEL A",12/31/2022,21,FALSE,No,Open,Republican Party,Republican Party,,California,FALSE,TRUE,,2223.88,297888.67,0,13900,75656.63,309564.79,311788.67,0,311788.67,Male
"STOLL, MATTHEW",6/30/2022,21,FALSE,No,Open,Republican Party,Republican Party,,California,FALSE,TRUE,,0,209229.46,123100,26150,0,358479.46,358479.46,0,358479.46,Male
"COSTA, JIM",12/31/2022,21,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"COSTA, JIM",California,FALSE,TRUE,1,389078.41,971023.33,0,1054611.62,0,2055957.67,2034865.46,1,2025634.95,Male
"FLORES-GIBSON, MARTHA ELENA DR",12/31/2021,21,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,0,116,0,0,0,0,116,0,116,Female
"LARA, ANGEL",3/16/2022,21,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,0,54226.24,0,5000,0,59226.24,59226.24,0,59226.24,Male
"MATHYS, CHRIS",12/31/2022,21,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,500,56543.1,324105,0,272355.1,384161.64,384661.64,0,380648.1,Male
"MEDEIROS, ADAM THOMAS MR",12/31/2022,21,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,1043.56,138115.97,66098.11,0,5000,203170.52,204214.08,0,204214.08,Male
"PARRA, NICOLE",2/8/2022,21,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,0,126923,625,7999,0,148757.59,136174.22,0,135547,Female
"CONWAY, CONNIE",12/31/2022,22,FALSE,No,Incumbent,Republican Party,Republican Party,,California,FALSE,TRUE,,13109.77,145781.98,5800,27500,0,165972.21,179081.98,0,179081.98,Female
"NUNES, DEVIN G.*",12/31/2022,22,FALSE,No,Incumbent,Republican Party,Republican Party,,California,FALSE,TRUE,,11189386.64,2441041.01,0,252525.07,0,3944892.84,4226325.2,0,2693566.08,Male
"VALADAO, DAVID",12/31/2022,22,TRUE,Yes,Incumbent,Republican Party,Republican Party,"VALADAO, DAVID",California,FALSE,TRUE,1,48438.57,1470683.21,0,1701895.38,0,3845399.96,3738008.91,1,3172578.59,Male
"BORGEAS, ANDREAS A",2/11/2022,22,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,0,43605,0,0,0,43605,43605,0,43605,Male
"GARCIA, ERIC",12/31/2022,22,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,-5156.5,213914.85,0,0,15754,219071.35,213914.85,0,213914.85,Male
"HENG, ELIZABETH",12/31/2022,22,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,5245.89,191550.25,0,13000,96415.88,199304.36,204550.25,0,204550.25,Female
"HUBBARD, LOURIN",9/30/2022,22,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,17238.72,89620.99,10000,0,0,82382.27,99620.99,0,99620.99,Female
"OSORIO, BRYAN",12/31/2022,22,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,190.5,162534.85,0,0,0,162614.24,162804.74,0,162534.85,Male
"SALAS, RUDY",12/31/2022,22,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,14408.83,2310727.7,605.23,522569.17,0,2938879.9,2953288.73,0,2833902.1,Male
"OBERNOLTE, JAY",12/31/2022,23,TRUE,Yes,Incumbent,Republican Party,Republican Party,"OBERNOLTE, JAY",California,FALSE,TRUE,1,367653.32,664179.71,0,360900,1318294,759890.45,1060460.56,1,1025079.71,Male
"AMATO, BRUNO",6/29/2022,23,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,0,469289.38,0,9525,0,483799.73,483799.73,0,478814.38,Male
"GILL, LOUIS",12/31/2022,23,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,1529.07,130912,1702.03,0,0,131096.73,132625.8,0,132614.03,Male
"MARSHALL, DEREK",12/31/2022,23,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,14250.82,925487.4,0,27600,0,942607.77,956858.59,0,953087.4,Male
"CARBAJAL, SALUD O.",12/31/2022,24,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"CARBAJAL, SALUD O.",California,FALSE,TRUE,1,2103839.49,1502195.62,0,665688.59,0,1475651.49,2178786.3,1,2167884.21,Male
"ALLEN, BRAD DR.",12/31/2022,24,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,93.23,11966,28700,0,23240,40665.77,40904,0,40666,Male
"WESLANDER QUAID, MICHELE",12/31/2022,24,FALSE,No,Challenger,No Party Affiliation,Third Party,,California,FALSE,TRUE,,5357.83,107759,0,999,0,113387.77,118745.6,0,108758,Female
"RUIZ, RAUL DR.",12/31/2022,25,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"RUIZ, RAUL DR.",California,FALSE,TRUE,1,1586796.01,1183872.71,0,1090750,0,3029274.21,2299898.28,1,2274622.71,Male
"HAWKINS, BRIAN",12/31/2022,25,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,7173.23,511003.13,0,27025,28737.51,534491.6,541664.83,0,538028.13,Male
"HILL, STEVE",3/31/2022,25,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,0,1466.16,0,0,300,2016.16,1766.16,0,1466.16,Male
"LUEVANOS, RUTH",12/31/2022,25,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,4896.74,55620.04,0,0,64181.19,50723.3,55620.04,0,55620.04,Female
"NAZANIN, RHODA",11/30/2021,25,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,0,87189.44,1292.97,0,0,88482.41,88482.41,0,88482.41,Female
"REISS, JONATHAN",12/31/2022,25,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,1459.28,5500,0,2805,10533.01,8333.72,9805,0,8305,Male
"THAKUR, ALBERT 'BURT'",12/31/2022,25,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,980.78,47476.04,0,17274,12633.57,71605.51,72586.29,0,64750.04,Male
"TRUMAN, CECILIA",8/22/2022,25,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,0,9267.47,4,0,0,9287.94,9287.94,0,9271.47,Female
"TYSON, BRIAN",12/31/2022,25,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,363.31,270562.22,3589.88,0,0,244393.87,276652.1,0,274152.1,Male
"BROWNLEY, JULIA",12/31/2022,26,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"BROWNLEY, JULIA",California,FALSE,TRUE,1,349192.51,1252493.89,0,1034552,0,5211001.12,2446763.43,1,2287045.89,Female
"GOODMAN, DAVID",6/30/2022,26,FALSE,No,Challenger,Independent,Third Party,,California,FALSE,TRUE,,1011.34,13075,8167.97,0,500,27741.11,21242.97,0,21242.97,Male
"JACOBS, MATTHEW",12/31/2022,26,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,44854.41,2290499.88,100,204026.82,27582.68,2611225.39,2655736.79,0,2494626.7,Male
"MIKHAIL, FADDE",3/31/2022,26,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,1102,17094,0,0,0,16992,18094,0,17094,Male
"GARCIA, MICHAEL",12/31/2022,27,TRUE,Yes,Incumbent,Republican Party,Republican Party,"GARCIA, MICHAEL",California,FALSE,TRUE,1,116671.65,5567237.45,0,1007114.51,129195.04,7453974.99,7192788.37,1,6574351.96,Male
"QUARTEY, JOHN QUAYE II",12/31/2022,27,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,40046.7,1128685.76,0,114950,0,1207690.6,1247737.3,0,1243635.76,Male
"SMITH, CHRISTY",12/31/2022,27,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,51825.48,3203118.03,2498.72,410855.46,0,4067086.96,3949504.79,0,3616472.21,Female
"CHU, JUDY",12/31/2022,28,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"CHU, JUDY",California,FALSE,TRUE,1,3346392.6,964288.65,0,622950,0,1003615.56,1587238.65,1,1587238.65,Female
"DEPAOLIS, GIULIANO GIOVANNI",12/31/2022,28,FALSE,No,Challenger,No Party Affiliation,Third Party,,California,FALSE,TRUE,,-124.12,368,1321.51,0,4000,5648.63,5689.51,0,1689.51,Male
"HALLMAN, WESLEY PHILLIP",12/31/2022,28,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,1476.04,82164.22,19000,8299,19000,107987.18,109463.22,0,109463.22,Male
"CARDENAS, TONY",12/31/2022,29,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"CARDENAS, TONY",California,FALSE,TRUE,1,239271.51,427223.29,0,1127250.01,8885.92,1885959.05,1595441.44,1,1554473.3,Male
"CARRANZA, MARGARITA MARIA MMC MMC",3/31/2022,29,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,-230.2,0,7600,0,0,7830.2,7600,0,7600,Female
"DUENAS, ANGELICA MARIA",12/31/2022,29,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,7302.87,150625.26,0,2198,0,146976.62,152823.26,0,152823.26,Female
"SCHIFF, ADAM",12/31/2022,30,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"SCHIFF, ADAM",California,FALSE,TRUE,1,20865016.38,23251936.45,0,471050,0,18203872,25161186.66,1,23722986.45,Male
"GIPSON, PATRICK LEE",11/28/2022,30,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,3725.7,25125.11,0,0,0,26125.11,29850.81,0,25125.11,Male
"KENNEDY, RONDA",12/31/2022,30,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,-49754.38,34964.8,7500,1500,12161.54,61607.73,45129.8,0,43964.8,Female
"MEURER, WILLIAM",7/12/2022,30,FALSE,No,Challenger,Green Party,Third Party,,California,FALSE,TRUE,,8712.58,4299.39,31149,0,30349,34923.95,35448.39,0,35448.39,Male
"NALBANDIAN, JOHNNY",9/30/2022,30,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,0,17504.21,13158.5,300,31000,31424.89,30962.71,0,30962.71,Male
"PUDLO, G MAEBE A. GIRL",12/31/2022,30,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,1625.22,32318.1,0,0,0,31578.69,32898.1,0,32318.1,Female
"NAPOLITANO, GRACE",12/31/2022,31,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"NAPOLITANO, GRACE",California,FALSE,TRUE,1,660698.43,71712.23,0,287150,0,240026.76,367395.21,1,358862.23,Female
"COVELL, CAROLYN ELIZABETH MRS",12/31/2021,31,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,0,13055,0,0,0,13055,13055,0,13055,Female
"GUTIERREZ, REX DALE ALEXANDER",12/31/2022,31,FALSE,No,Challenger,Republican Party,Republican Party,,California,FALSE,TRUE,,2290,15840,0,0,0,13550,15840,0,15840,Male
"SHERMAN, BRAD",12/31/2022,32,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"SHERMAN, BRAD",California,FALSE,TRUE,1,2968772.61,1258420.16,500000,905399,899,2307797.09,2651948.74,1,2663819.16,Male
"AAZAMI, SHERVIN",12/31/2022,32,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,887.64,246843.62,10228,23858.6,0,298818.52,281217.36,0,280930.22,Male
"POTELL, JASON RANDOLPH",6/30/2022,32,FALSE,No,Challenger,Democratic Party,Democratic Party,,California,FALSE,TRUE,,-12208.3,17545,35250,0,0,63583.82,52795,0,52795,Male
